"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","GWG","PPG","SHG","ENG","Season","Team"
"Alicia Ramolla","D","So","35","2","9","11","0.3143","0","0","0","0","2004-2005","connecticut"
"Caitlin Salazer-Reid","D","Sr","36","1","10","11","0.3056","0","0","0","0","2004-2005","connecticut"
"Jennifer Houlden","D","Jr","36","2","7","9","0.2500","2","0","0","0","2004-2005","connecticut"
"Britney Chandler","F","Fr","36","2","6","8","0.2222","0","2","0","0","2004-2005","connecticut"
"Liz Gallinaro","F/D","Fr","36","2","6","8","0.2222","0","0","0","0","2004-2005","connecticut"
"Janelle Armitage","F","Jr","32","3","2","5","0.1563","0","0","0","0","2004-2005","connecticut"
"Katherine Van Deveire","F","So","31","2","2","4","0.1290","0","1","0","0","2004-2005","connecticut"
"Bridget King","F/D","Fr","35","1","1","2","0.0571","0","1","0","0","2004-2005","connecticut"
"Erika Spaeth","F/D","Sr","32","0","1","1","0.0313","0","0","0","0","2004-2005","connecticut"
"Nicole LeFave","F","So","4","0","0","0","0.0000","0","0","0","0","2004-2005","connecticut"
"Shannon Murphy","G","Sr","12","0","0","0","0.0000","0","0","0","0","2004-2005","connecticut"
"Lisa Beck","D","Sr","13","0","0","0","0.0000","0","0","0","0","2004-2005","connecticut"
"Kaitlyn Shain","G","Jr","25","0","0","0","0.0000","0","0","0","0","2004-2005","connecticut"
"Molly Garrett","D","So","32","0","0","0","0.0000","0","0","0","0","2004-2005","connecticut"
"Lindsay Czarnecki","C","Sr","24","10","8","18","0.7500","0","3","1","0","2004-2005","concordia-mn"
"Ashley Anderson","F","Fr","24","5","6","11","0.4583","2","2","0","0","2004-2005","concordia-mn"
"Miranda Koenig","F","Jr","23","4","7","11","0.4783","0","0","0","0","2004-2005","concordia-mn"
"Hannah Impola","F","So","24","6","3","9","0.3750","0","4","0","0","2004-2005","concordia-mn"
"Paige Stone","F","So","24","7","1","8","0.3333","1","2","0","0","2004-2005","concordia-mn"
"Brandie Dunn","F","So","24","3","5","8","0.3333","1","1","0","0","2004-2005","concordia-mn"
"Rachael Hinrichs","F","Fr","24","2","2","4","0.1667","0","0","0","0","2004-2005","concordia-mn"
"Kristine Ness","F","Fr","24","1","2","3","0.1250","0","0","0","1","2004-2005","concordia-mn"
"Lisa Graham","F","Fr","24","1","2","3","0.1250","0","0","0","0","2004-2005","concordia-mn"
"Kali Palmer","D","Jr","24","1","2","3","0.1250","0","0","0","0","2004-2005","concordia-mn"
"Ceara Bergsrud","D","Fr","24","0","3","3","0.1250","0","0","0","0","2004-2005","concordia-mn"
"Joanna Berringer","D","So","24","0","3","3","0.1250","0","0","0","0","2004-2005","concordia-mn"
"Ryane Miller","F","So","18","0","1","1","0.0556","0","0","0","0","2004-2005","concordia-mn"
"Sam Gunning","D","Jr","24","0","1","1","0.0417","0","0","0","0","2004-2005","concordia-mn"
"Kelly Ping","D","Fr","19","0","0","0","0.0000","0","0","0","0","2004-2005","concordia-mn"
"Marya Losinski","D","So","17","0","0","0","0.0000","0","0","0","0","2004-2005","concordia-mn"
"Missy Dassinger","F","Sr","22","0","0","0","0.0000","0","0","0","0","2004-2005","concordia-mn"
"Haley Haroldson","F","Fr","16","0","0","0","0.0000","0","0","0","0","2004-2005","concordia-mn"
"Jamie Savage","G","Sr","8","0","0","0","0.0000","0","0","0","0","2004-2005","concordia-mn"
"Jenna Johnson","G","Jr","19","0","0","0","0.0000","0","0","0","0","2004-2005","concordia-mn"
"Charity Hartzell","F","Sr","11","0","0","0","0.0000","0","0","0","0","2004-2005","concordia-mn"
"Cherie Piper","F","Jr","28","23","37","60","2.1429","6","10","0","0","2004-2005","dartmouth"
"Katie Weatherston","F","Jr","31","38","15","53","1.7097","6","15","3","0","2004-2005","dartmouth"
"Tiffany Hagge","F","Jr","33","27","21","48","1.4545","5","11","0","2","2004-2005","dartmouth"
"Gillian Apps","F","Jr","29","16","26","42","1.4483","2","4","2","0","2004-2005","dartmouth"
"Meagan Walton","F","Sr","33","11","29","40","1.2121","2","7","0","0","2004-2005","dartmouth"
"Cheryl Muranko","F","Jr","29","9","17","26","0.8966","1","3","1","0","2004-2005","dartmouth"
"Alana BreMiller","D","Sr","35","2","20","22","0.6286","0","0","0","0","2004-2005","dartmouth"
"Caroline Ethier","F","So","33","11","7","18","0.5455","3","1","0","0","2004-2005","dartmouth"
"Kirsti Anderson","D","Sr","31","1","17","18","0.5806","0","0","0","0","2004-2005","dartmouth"
"Krista Dornfried","F","Sr","34","6","5","11","0.3235","1","1","0","0","2004-2005","dartmouth"
"Nicole Ruta","F","Fr","35","5","6","11","0.3143","0","1","0","0","2004-2005","dartmouth"
"Carrie Thompson","F","Fr","35","2","9","11","0.3143","1","1","0","0","2004-2005","dartmouth"
"Amy Cobb","D","Fr","35","1","7","8","0.2286","0","0","0","0","2004-2005","dartmouth"
"Meredith Batcheller","F/D","So","35","3","4","7","0.2000","0","1","0","0","2004-2005","dartmouth"
"Emily Nerland","D","Jr","33","0","4","4","0.1212","0","0","0","0","2004-2005","dartmouth"
"Kate Lane","G","Jr","21","0","1","1","0.0476","0","0","0","0","2004-2005","dartmouth"
"Christine Capuano","G","So","14","0","1","1","0.0714","0","0","0","0","2004-2005","dartmouth"
"Tricia Silvestri","F/D","Fr","20","9","14","23","1.1500","0","2","0","0","2004-2005","cortland"
"MaryAnn Knott","F/D","Sr","20","7","9","16","0.8000","1","1","0","0","2004-2005","cortland"
"Dani Blanchard","F","Jr","17","5","11","16","0.9412","2","2","0","0","2004-2005","cortland"
"Judy Ellis","F","So","20","6","9","15","0.7500","1","2","3","0","2004-2005","cortland"
"Brooke Bazinet","D","Sr","20","5","10","15","0.7500","0","1","1","0","2004-2005","cortland"
"Cailin O'Hara","F","So","20","7","7","14","0.7000","1","1","0","0","2004-2005","cortland"
"Erin Fleury","F","Fr","20","5","9","14","0.7000","0","1","0","0","2004-2005","cortland"
"Kelly Crumb","F","Fr","19","5","7","12","0.6316","1","0","2","0","2004-2005","cortland"
"Melissa Manning","F","Sr","20","4","5","9","0.4500","1","0","0","0","2004-2005","cortland"
"Lindsay Davies","F","Sr","16","2","5","7","0.4375","0","1","0","0","2004-2005","cortland"
"Lindsay Weinstein","D","So","20","1","6","7","0.3500","0","0","0","0","2004-2005","cortland"
"Daryl Pace","F","So","13","4","2","6","0.4615","0","0","0","0","2004-2005","cortland"
"Kate Ciraulo","F","Jr","11","3","2","5","0.4545","1","0","0","0","2004-2005","cortland"
"Janie Byrd","D","Fr","18","2","3","5","0.2778","1","1","0","0","2004-2005","cortland"
"Julia Pahler","D","Fr","20","2","3","5","0.2500","0","0","0","0","2004-2005","cortland"
"Heather Nelson","F","Sr","17","2","1","3","0.1765","0","1","0","0","2004-2005","cortland"
"Amanda McCann","F","So","17","0","3","3","0.1765","0","0","0","0","2004-2005","cortland"
"Abby Brener","D","Sr","16","0","3","3","0.1875","0","0","0","0","2004-2005","cortland"
"Tara Caley","D","Sr","16","1","1","2","0.1250","0","0","0","0","2004-2005","cortland"
"Dusti Sheley","D","Fr","5","0","0","0","0.0000","0","0","0","0","2004-2005","cortland"
"Tiffany Wixom","G","Fr","9","0","0","0","0.0000","0","0","0","0","2004-2005","cortland"
"Kelly Fillmore","G","Sr","10","0","0","0","0.0000","0","0","0","0","2004-2005","cortland"
"Jamie Ross","G","So","2","0","0","0","0.0000","0","0","0","0","2004-2005","cortland"
"Laura Gosnell","D","Jr","23","4","5","9","0.3913","2","1","0","0","2004-2005","connecticut-college"
"Suzie Connor","D","Jr","24","4","4","8","0.3333","0","1","0","1","2004-2005","connecticut-college"
"Aly Ridgway","F","Fr","24","2","6","8","0.3333","0","0","0","0","2004-2005","connecticut-college"
"Mallory Littman","F","Jr","23","4","2","6","0.2609","0","2","0","0","2004-2005","connecticut-college"
"Kristen Van Slyke","F","Fr","24","3","3","6","0.2500","1","1","0","1","2004-2005","connecticut-college"
"Elizabeth Bennett","F","Fr","12","0","6","6","0.5000","0","0","0","0","2004-2005","connecticut-college"
"Meaghan McLaughlin","F","So","24","4","1","5","0.2083","1","3","0","0","2004-2005","connecticut-college"
"Jill Mauer","F","Fr","24","2","3","5","0.2083","0","1","0","0","2004-2005","connecticut-college"
"Elinor Mason","D","Fr","24","1","3","4","0.1667","0","0","0","0","2004-2005","connecticut-college"
"Caitlin Sommer","F","Jr","18","2","1","3","0.1667","1","1","0","0","2004-2005","connecticut-college"
"Ashley Malins","F","Fr","22","2","1","3","0.1364","0","1","0","0","2004-2005","connecticut-college"
"Kate Reardon","F","Jr","18","2","1","3","0.1667","0","1","0","0","2004-2005","connecticut-college"
"Ali Elkins","D","Sr","18","2","1","3","0.1667","0","1","0","0","2004-2005","connecticut-college"
"Erin Wing","D","Jr","16","0","2","2","0.1250","0","0","0","0","2004-2005","connecticut-college"
"Gabby Petrill","G","Jr","24","0","1","1","0.0417","0","0","0","0","2004-2005","connecticut-college"
"Helen Sullivan","F","Fr","20","0","1","1","0.0500","0","0","0","0","2004-2005","connecticut-college"
"Katie O'Bryan","F","Fr","8","0","1","1","0.1250","0","0","0","0","2004-2005","connecticut-college"
"Sarah Miner","F","Fr","17","0","1","1","0.0588","0","0","0","0","2004-2005","connecticut-college"
"Kristi Post","F","Fr","1","0","0","0","0.0000","0","0","0","0","2004-2005","connecticut-college"
"Elizabeth Colburn","F","Jr","13","0","0","0","0.0000","0","0","0","0","2004-2005","connecticut-college"
"Britt Appleton","D","So","13","0","0","0","0.0000","0","0","0","0","2004-2005","connecticut-college"
"Christine Cruz","G","Fr","1","0","0","0","0.0000","0","0","0","0","2004-2005","connecticut-college"
"Bradley Wray","D","So","16","0","0","0","0.0000","0","0","0","0","2004-2005","connecticut-college"
"Jen Bogle","F/D","So","16","0","0","0","0.0000","0","0","0","0","2004-2005","connecticut-college"
"Brianne Schmidt","F","Fr","26","9","7","16","0.6154","1","6","0","0","2004-2005","cornell"
"Vicki Hodgkinson","F","Jr","27","5","8","13","0.4815","0","0","0","0","2004-2005","cornell"
"Halina Kristalyn","F","So","28","7","5","12","0.4286","1","1","0","0","2004-2005","cornell"
"Jen Munhofen","F","Jr","28","4","8","12","0.4286","0","0","0","0","2004-2005","cornell"
"Caroline Scott","F","So","28","5","4","9","0.3214","1","0","0","0","2004-2005","cornell"
"Miranda Callaghan","F","Fr","25","3","6","9","0.3600","0","1","0","0","2004-2005","cornell"
"Jamie Ramenofsky","D","Sr","25","1","8","9","0.3600","0","1","0","0","2004-2005","cornell"
"Becky Fisher","F/D","Jr","28","2","6","8","0.2857","0","1","0","0","2004-2005","cornell"
"Maryann Nowak","F","Sr","28","5","2","7","0.2500","0","0","1","0","2004-2005","cornell"
"Caeleigh Beerworth","F","Fr","27","4","3","7","0.2593","0","0","1","0","2004-2005","cornell"
"Brittany Forgues","F","Fr","26","2","3","5","0.1923","0","0","0","0","2004-2005","cornell"
"Sarah Johnston","F","Fr","28","1","4","5","0.1786","0","0","0","0","2004-2005","cornell"
"Lara Kelly","D","Sr","28","1","3","4","0.1429","0","1","0","0","2004-2005","cornell"
"Molly McDonald","D","Fr","26","1","3","4","0.1538","0","0","0","0","2004-2005","cornell"
"Pearle Nerenberg","F","Sr","28","0","4","4","0.1429","0","0","0","0","2004-2005","cornell"
"Lindsay Pegler","D","Fr","26","0","4","4","0.1538","0","0","0","0","2004-2005","cornell"
"Andrea Skinner","F","Jr","16","2","1","3","0.1875","0","0","0","0","2004-2005","cornell"
"Emily Cabral","D","Jr","28","0","2","2","0.0714","0","0","0","0","2004-2005","cornell"
"Beth DiBella","D","Fr","26","1","0","1","0.0385","0","0","0","0","2004-2005","cornell"
"Flora Vineberg","G","Jr","19","0","0","0","0.0000","0","0","0","0","2004-2005","cornell"
"Sarah McConnachie","G","So","3","0","0","0","0.0000","0","0","0","0","2004-2005","cornell"
"Beth Baronick","G","So","12","0","0","0","0.0000","0","0","0","0","2004-2005","cornell"
"Danielle Syrowik","C","Fr","21","10","12","22","1.0476","2","0","0","1","2004-2005","finlandia"
"Sara Sleik","C","Fr","19","9","9","18","0.9474","0","2","0","0","2004-2005","finlandia"
"Bree Cote","D","Fr","21","4","11","15","0.7143","0","2","0","0","2004-2005","finlandia"
"Ashley Leitch","D","Fr","21","4","8","12","0.5714","0","2","0","0","2004-2005","finlandia"
"Brenda Peterson","","","13","4","5","9","0.6923","1","1","0","0","2004-2005","finlandia"
"Stephanie Emmi","W","Fr","21","6","2","8","0.3810","0","3","0","0","2004-2005","finlandia"
"Becky Beauchamp","C","Sr","19","2","3","5","0.2632","0","1","0","0","2004-2005","finlandia"
"Katie O'Brien","W","Fr","16","2","3","5","0.3125","0","0","0","0","2004-2005","finlandia"
"Jana Riutta","C","So","17","1","1","2","0.1176","0","0","0","0","2004-2005","finlandia"
"Jody Waisanen","W","Fr","14","0","2","2","0.1429","0","0","0","0","2004-2005","finlandia"
"Jenna Skradski","W","Fr","10","1","0","1","0.1000","0","0","0","0","2004-2005","finlandia"
"Casey Cole","W","Fr","15","1","0","1","0.0667","0","1","0","0","2004-2005","finlandia"
"Nora Hyrkas","C","So","6","0","1","1","0.1667","0","0","0","0","2004-2005","finlandia"
"Corinne Czekaj","G","Fr","12","0","0","0","0.0000","0","0","0","0","2004-2005","finlandia"
"Alexa Watkins","G","So","5","0","0","0","0.0000","0","0","0","0","2004-2005","finlandia"
"Katie Markovich","G","So","7","0","0","0","0.0000","0","0","0","0","2004-2005","finlandia"
"Zoey Shahnaz","D","Fr","5","0","0","0","0.0000","0","0","0","0","2004-2005","finlandia"
"Hannah Johnson","G","Fr","8","0","0","0","0.0000","0","0","0","0","2004-2005","finlandia"
"Nicole Ropiak","D","Sr","2","0","0","0","0.0000","0","0","0","0","2004-2005","finlandia"
"Andrea Peterson","D","So","30","32","29","61","2.0333","8","8","2","2","2004-2005","gustavus-adolphus"
"Kelly Crandall","F","So","30","21","28","49","1.6333","3","8","1","0","2004-2005","gustavus-adolphus"
"Laura Stypulkowski","F","Sr","30","17","31","48","1.6000","1","5","0","0","2004-2005","gustavus-adolphus"
"Molly Doyle","F","Fr","30","19","27","46","1.5333","4","3","3","0","2004-2005","gustavus-adolphus"
"Ingrid Neve","F","So","30","18","17","35","1.1667","4","2","4","1","2004-2005","gustavus-adolphus"
"Abby Randall","D","Jr","30","8","20","28","0.9333","0","3","0","0","2004-2005","gustavus-adolphus"
"Margaret Dorer","D","Fr","29","6","12","18","0.6207","3","1","0","0","2004-2005","gustavus-adolphus"
"Becky Steiner","F","So","30","9","8","17","0.5667","2","0","0","0","2004-2005","gustavus-adolphus"
"Laura Vannelli","D","Fr","30","6","6","12","0.4000","0","0","0","0","2004-2005","gustavus-adolphus"
"Brittany Northagen","F","Jr","30","5","6","11","0.3667","0","1","0","0","2004-2005","gustavus-adolphus"
"Tanna Tuomie","F","Jr","30","5","5","10","0.3333","0","0","0","0","2004-2005","gustavus-adolphus"
"Danny Blacker","D","Fr","30","1","5","6","0.2000","0","0","0","0","2004-2005","gustavus-adolphus"
"Dagney Johnson","D","Sr","30","1","4","5","0.1667","0","0","0","0","2004-2005","gustavus-adolphus"
"Josefin Pettersson","F","Jr","8","3","0","3","0.3750","0","1","0","0","2004-2005","gustavus-adolphus"
"Leah Erickson","D","Sr","30","1","2","3","0.1000","0","0","0","0","2004-2005","gustavus-adolphus"
"Kierstin Supina","F","So","28","0","3","3","0.1071","0","0","0","0","2004-2005","gustavus-adolphus"
"Jaclyn DuFault","F","Fr","28","2","0","2","0.0714","0","0","0","0","2004-2005","gustavus-adolphus"
"Kathleen Simonet","D","So","8","0","0","0","0.0000","0","0","0","0","2004-2005","gustavus-adolphus"
"Ashley Elliot","D","So","2","0","0","0","0.0000","0","0","0","0","2004-2005","gustavus-adolphus"
"Danielle Koopman","G","Fr","9","0","0","0","0.0000","0","0","0","0","2004-2005","gustavus-adolphus"
"Kitty Hurley","G","So","11","0","0","0","0.0000","0","0","0","0","2004-2005","gustavus-adolphus"
"Kara Meyer","G","So","22","0","0","0","0.0000","0","0","0","0","2004-2005","gustavus-adolphus"
"Laura Hurd","F","Sr","28","25","33","58","2.0714","8","6","2","0","2004-2005","elmira"
"Jaclyn O'Neil","F","Jr","28","13","28","41","1.4643","4","1","1","0","2004-2005","elmira"
"Charissa Gawant","F","Sr","25","17","14","31","1.2400","1","4","0","0","2004-2005","elmira"
"Stefanie McLean","F","So","26","13","16","29","1.1154","2","4","0","0","2004-2005","elmira"
"Lindsay Palmer","F","Sr","24","11","18","29","1.2083","3","1","1","1","2004-2005","elmira"
"Shannon Sargent","F","Sr","25","15","8","23","0.9200","3","3","0","0","2004-2005","elmira"
"LeAnne Denman","D","Sr","26","4","13","17","0.6538","1","1","0","0","2004-2005","elmira"
"Stacy Collins","F","So","26","10","3","13","0.5000","0","0","0","0","2004-2005","elmira"
"Stacey Calic","D","Jr","26","0","13","13","0.5000","0","0","0","0","2004-2005","elmira"
"Farren Hart","F","Fr","24","3","9","12","0.5000","1","0","0","0","2004-2005","elmira"
"Amy Rudisill","F","Sr","27","4","5","9","0.3333","0","2","0","0","2004-2005","elmira"
"Danielle Wysomierski","D","Jr","26","3","6","9","0.3462","0","0","0","0","2004-2005","elmira"
"Sheena Calic","D","Jr","23","0","8","8","0.3478","0","0","0","0","2004-2005","elmira"
"Shannon Fong","F","Sr","27","3","4","7","0.2593","0","0","0","0","2004-2005","elmira"
"Caitlin Crowl","D","Jr","25","0","7","7","0.2800","0","0","0","0","2004-2005","elmira"
"Julie Clune","D","Sr","26","1","5","6","0.2308","0","0","0","0","2004-2005","elmira"
"Jenelle Bauer","D","Sr","14","0","6","6","0.4286","0","0","0","0","2004-2005","elmira"
"Sonya Lynk","D","Sr","21","0","6","6","0.2857","0","0","0","0","2004-2005","elmira"
"Amy Hunnewell","F","Fr","15","2","3","5","0.3333","0","0","0","0","2004-2005","elmira"
"Sarah Fewchuk","F","Sr","10","0","5","5","0.5000","0","0","0","0","2004-2005","elmira"
"Rebecca Coakley","D","Fr","15","4","0","4","0.2667","1","0","0","1","2004-2005","elmira"
"Mary-Kate Geratowski","C","Fr","9","1","2","3","0.3333","0","0","0","0","2004-2005","elmira"
"Megan Lafave","F","Sr","8","1","2","3","0.3750","0","0","0","0","2004-2005","elmira"
"Edith Racine","G","Sr","20","0","0","0","0.0000","0","0","0","0","2004-2005","elmira"
"Cara McGurry","G","Fr","9","0","0","0","0.0000","0","0","0","0","2004-2005","elmira"
"Zoe Baldwin","F","Jr","25","23","13","36","1.4400","5","4","0","0","2004-2005","hamilton"
"Marissa Halligan","F","Sr","25","13","16","29","1.1600","3","2","0","0","2004-2005","hamilton"
"Tierney Boisvert","D","So","25","6","11","17","0.6800","1","0","1","0","2004-2005","hamilton"
"Kerry Leonard","F","So","24","7","5","12","0.5000","0","1","0","0","2004-2005","hamilton"
"Jane Bradley","F","Jr","23","4","5","9","0.3913","0","2","0","0","2004-2005","hamilton"
"Kristina Carroll","D","So","25","2","7","9","0.3600","1","0","0","0","2004-2005","hamilton"
"Jess Goldberg","D","Fr","25","6","2","8","0.3200","0","3","0","0","2004-2005","hamilton"
"Emma Dunn","D","So","25","3","5","8","0.3200","0","0","0","0","2004-2005","hamilton"
"Taylor Brady","F","Fr","24","2","6","8","0.3333","0","0","0","0","2004-2005","hamilton"
"Ryan Bartz","F","So","18","2","3","5","0.2778","0","0","0","0","2004-2005","hamilton"
"Olivia Vargo","F","Fr","25","1","4","5","0.2000","0","0","0","0","2004-2005","hamilton"
"Jodi Raymond","D","Fr","25","1","3","4","0.1600","0","0","0","0","2004-2005","hamilton"
"Emma Griffith","F","So","25","0","2","2","0.0800","0","0","0","0","2004-2005","hamilton"
"Kalley Greer","F","So","10","0","1","1","0.1000","0","0","0","0","2004-2005","hamilton"
"Coleen MacNally","D","Sr","25","0","1","1","0.0400","0","0","0","0","2004-2005","hamilton"
"Kaitlin Johnson","F","Fr","24","0","0","0","0.0000","0","0","0","0","2004-2005","hamilton"
"Emily Benzer","F","Fr","25","0","0","0","0.0000","0","0","0","0","2004-2005","hamilton"
"Julie Haney","D","So","25","0","0","0","0.0000","0","0","0","0","2004-2005","hamilton"
"Caitlin McGilley","G","Fr","1","0","0","0","0.0000","0","0","0","0","2004-2005","hamilton"
"Caitlin Connelly","G","So","25","0","0","0","0.0000","0","0","0","0","2004-2005","hamilton"
"Jessica Wagoner","F","Jr","1","0","0","0","0.0000","0","0","0","0","2004-2005","hamilton"
"Emily Gross","F","Sr","24","9","2","11","0.4583","1","3","0","0","2004-2005","hamline"
"Emily Dusold","F","Fr","24","4","7","11","0.4583","1","1","0","0","2004-2005","hamline"
"Mindy Lein","F","Fr","24","5","2","7","0.2917","1","2","0","0","2004-2005","hamline"
"Marie Gross","D","Fr","24","2","5","7","0.2917","0","1","1","0","2004-2005","hamline"
"Elysha Fuchs","F","Fr","23","3","3","6","0.2609","0","2","0","0","2004-2005","hamline"
"Allison Walsh","D","Fr","24","2","4","6","0.2500","0","0","0","0","2004-2005","hamline"
"Emily Toenes","D","Fr","19","1","3","4","0.2105","0","1","0","0","2004-2005","hamline"
"Andrea Davis","F","So","23","2","1","3","0.1304","0","0","0","0","2004-2005","hamline"
"Sara Mickelson","F","Fr","9","2","0","2","0.2222","1","2","0","0","2004-2005","hamline"
"Cassie Flagg","F","Fr","23","0","2","2","0.0870","0","0","0","0","2004-2005","hamline"
"Holly Wiborg","F","So","24","1","0","1","0.0417","0","0","0","0","2004-2005","hamline"
"Regina Voracek","D","Sr","19","1","0","1","0.0526","0","1","0","0","2004-2005","hamline"
"Heather Olson","F","Jr","23","1","0","1","0.0435","0","0","0","0","2004-2005","hamline"
"Sara Wagner","F","Jr","22","0","1","1","0.0455","0","0","0","0","2004-2005","hamline"
"Alysha Huberty","G","Sr","9","0","0","0","0.0000","0","0","0","0","2004-2005","hamline"
"Andrea Paulson","F","Jr","13","0","0","0","0.0000","0","0","0","0","2004-2005","hamline"
"Kyle Foley","F","So","16","0","0","0","0.0000","0","0","0","0","2004-2005","hamline"
"Marisha Park-Childs","F","Fr","16","0","0","0","0.0000","0","0","0","0","2004-2005","hamline"
"Rachael Young","G","Jr","19","0","0","0","0.0000","0","0","0","0","2004-2005","hamline"
"Erin McGrath","F","Jr","23","4","10","14","0.6087","1","0","0","0","2004-2005","lake-forest"
"Laura Wilson","D","Fr","23","9","4","13","0.5652","1","4","0","0","2004-2005","lake-forest"
"Courtney DeHoey","F","Fr","23","8","4","12","0.5217","1","3","2","0","2004-2005","lake-forest"
"Lil Caligiuri","F","Jr","23","4","8","12","0.5217","0","2","0","0","2004-2005","lake-forest"
"Katie Snowden","F","So","23","6","4","10","0.4348","0","0","0","0","2004-2005","lake-forest"
"Lindsey Wild","F","Sr","14","4","5","9","0.6429","0","1","1","0","2004-2005","lake-forest"
"Darby McGrath","F","So","23","4","3","7","0.3043","1","2","1","0","2004-2005","lake-forest"
"Michelle Ricketts","F","So","23","3","2","5","0.2174","0","0","0","0","2004-2005","lake-forest"
"Kerry Gotowka","D","Fr","23","2","2","4","0.1739","2","0","0","0","2004-2005","lake-forest"
"Amalia Vriend","D","Fr","23","2","2","4","0.1739","0","1","0","0","2004-2005","lake-forest"
"Ali Neal","F","Fr","4","2","2","4","1.0000","0","1","0","0","2004-2005","lake-forest"
"Allison Rushing","D","Fr","23","0","4","4","0.1739","0","0","0","0","2004-2005","lake-forest"
"Jen Clouthier","F","Fr","23","2","1","3","0.1304","1","0","0","0","2004-2005","lake-forest"
"Andrea Richmond","D","Jr","23","2","1","3","0.1304","0","0","0","0","2004-2005","lake-forest"
"Nichole Greco","F","Sr","23","1","1","2","0.0870","1","0","0","0","2004-2005","lake-forest"
"Michelle Pickles","F","Sr","14","0","2","2","0.1429","0","0","0","0","2004-2005","lake-forest"
"Liz Mabs","D","So","23","0","2","2","0.0870","0","0","0","0","2004-2005","lake-forest"
"Tina Wyzgowski","F","So","21","1","0","1","0.0476","0","0","0","0","2004-2005","lake-forest"
"Kendra Grant","F","Fr","10","0","1","1","0.1000","0","0","0","0","2004-2005","lake-forest"
"Devin McGuire","F","Fr","20","0","1","1","0.0500","0","0","0","0","2004-2005","lake-forest"
"Theresa McDermott","G","Fr","1","0","0","0","0.0000","0","0","0","0","2004-2005","lake-forest"
"Heather Steward","F","So","9","0","0","0","0.0000","0","0","0","0","2004-2005","lake-forest"
"Sally Bevis","G","So","20","0","0","0","0.0000","0","0","0","0","2004-2005","lake-forest"
"Becca Roach","G","Fr","3","0","0","0","0.0000","0","0","0","0","2004-2005","lake-forest"
"Nicole Corriero","F","Sr","36","59","32","91","2.5278","11","24","2","2","2004-2005","harvard"
"Julie Chu","F","Jr","33","13","56","69","2.0909","1","3","1","1","2004-2005","harvard"
"Sarah Vaillancourt","F","Fr","29","25","42","67","2.3103","6","14","1","0","2004-2005","harvard"
"Ashley Banfield","D","Sr","36","9","32","41","1.1389","1","7","0","0","2004-2005","harvard"
"Caitlin Cahow","F","So","36","6","29","35","0.9722","0","4","0","0","2004-2005","harvard"
"Jennifer Raimondi","F","Jr","36","8","15","23","0.6389","3","1","1","0","2004-2005","harvard"
"Katie Johnston","F","So","31","5","13","18","0.5806","1","1","0","0","2004-2005","harvard"
"Katherine Sweet","F","Sr","35","8","6","14","0.4000","2","3","0","0","2004-2005","harvard"
"Carrie Schroyer","F","Jr","36","3","11","14","0.3889","0","0","0","0","2004-2005","harvard"
"Jennifer Sifers","F","So","36","6","6","12","0.3333","0","0","1","0","2004-2005","harvard"
"Liza Solley","F","So","32","7","3","10","0.3125","0","3","0","0","2004-2005","harvard"
"Lindsay Weaver","D","So","32","3","7","10","0.3125","1","0","1","0","2004-2005","harvard"
"Jennifer Skinner","D","Jr","33","0","9","9","0.2727","0","0","0","0","2004-2005","harvard"
"Laura Brady","F","Fr","36","3","2","5","0.1389","0","0","0","0","2004-2005","harvard"
"Adrienne Bernakevitch","F","Fr","24","1","4","5","0.2083","0","0","0","0","2004-2005","harvard"
"Brenna McLean","D","Fr","33","0","4","4","0.1212","0","0","0","0","2004-2005","harvard"
"Ali Crum","F","Sr","33","2","1","3","0.0909","0","0","0","0","2004-2005","harvard"
"Jessica MacKenzie","D","Fr","36","1","2","3","0.0833","0","0","0","0","2004-2005","harvard"
"Sarah Holbrook","F","Sr","36","0","1","1","0.0278","0","0","0","0","2004-2005","harvard"
"Ali Boe","G","Jr","30","0","0","0","0.0000","0","0","0","0","2004-2005","harvard"
"Emily Vitt","G","So","9","0","0","0","0.0000","0","0","0","0","2004-2005","harvard"
"Sarah Wetherbee","F","Jr","27","15","10","25","0.9259","2","7","2","1","2004-2005","holy-cross"
"Kolt Bloxson","F","Jr","25","9","14","23","0.9200","1","3","0","1","2004-2005","holy-cross"
"Meghan Mahoney","D","Sr","26","6","16","22","0.8462","1","2","0","0","2004-2005","holy-cross"
"Samantha Rush","D","Fr","25","9","9","18","0.7200","2","4","0","0","2004-2005","holy-cross"
"Samantha Murphy","F","Fr","27","3","12","15","0.5556","0","3","0","0","2004-2005","holy-cross"
"Molly Corkery","F","Sr","27","7","7","14","0.5185","2","3","0","0","2004-2005","holy-cross"
"Kathleen Remsberg","F","Jr","27","4","9","13","0.4815","0","1","0","0","2004-2005","holy-cross"
"Shauna Pires","F","Fr","25","3","8","11","0.4400","1","0","0","0","2004-2005","holy-cross"
"Parnell Ormiston","D","Fr","27","5","5","10","0.3704","2","2","0","0","2004-2005","holy-cross"
"Christine O'Hara","F","So","26","4","6","10","0.3846","0","0","0","0","2004-2005","holy-cross"
"Casey Harvel","F","Fr","27","3","7","10","0.3704","0","0","0","0","2004-2005","holy-cross"
"Katherine Falkowski","F","Fr","27","3","3","6","0.2222","1","1","0","0","2004-2005","holy-cross"
